"Genotype","Hundred.Seed.Weight","Oil.Dry.basis","Protein.Dry.basis"
"N18-1859",17.55,22.2166870245518,44.5880990549683
"N18-1860",18.15,21.7116870245518,47.7380990549683
"N18-1861",16.65,22.5116870245518,45.4580990549683
"N18-1862",18.85,20.9616870245518,47.8930990549683
"N18-1863",18.25,21.8566870245518,44.9530990549683
"N18-1864",16.75,21.6666870245518,47.2680990549683
"N18-1866",14.5,23.1816870245518,44.6380990549683
"N18-1867",19.2,22.2666870245518,44.0680990549683
"N18-1868",16.2,21.0216870245518,48.0230990549683
"N18-1869",18.85,19.8416870245518,49.3730990549683
"N18-1870",16.45,21.7116870245518,47.0380990549683
"N18-1871",19.6,23.6166870245518,43.4830990549683
"N18-1873",16.6,21.8216870245518,44.7080990549683
"N18-1874",19.5,23.3216870245518,44.3080990549683
"N18-1875",17.9,21.4816870245518,46.9380990549683
"N18-1876",18.8,21.7316870245518,45.7530990549683
"N18-1877",17.95,20.7216870245518,48.4680990549683
"N18-1878",18.55,22.1066870245518,44.9180990549683
"N18-1879",18.2,19.7966870245518,47.2680990549683
"N18-1880",17.8,21.7416870245518,43.2430990549683
"N18-1881",15.35,21.2416870245518,48.8480990549683
"N18-1883",15.7,21.7866870245518,44.9530990549683
"N18-1884",15.3,23.1866870245518,43.8280990549683
"N18-1885",17.65,22.2466870245518,46.1680990549683
"N18-1886",19.65,21.3466870245518,47.9130990549683
"N18-1887",17.8,22.1873966265977,45.8414720233469
"N18-1888",18.4,23.5366870245518,45.2130990549683
"N18-1889",17.5,20.9916870245518,48.7780990549683
"N18-1890",19.25,21.3616870245518,44.9430990549683
"N18-1891",21.25,20.9166870245518,48.4580990549683
"N18-1892",15.15,21.5216870245518,43.7630990549683
"N18-1893",17.8,21.9016870245518,46.0130990549683
"N18-1894",17.2,24.0716870245518,44.1330990549683
"N18-1895",16.85,23.1716870245518,44.9080990549683
"N18-1896",17.1,22.0516870245518,44.9030990549683
"N18-1897",18.45,22.0166870245518,46.8280990549683
"N18-1898",17.5,23.3316870245518,44.2630990549683
"N18-1899",17.95,18.7816870245518,49.9980990549683
"N18-1900",19.55,22.6466870245518,44.5530990549683
"N18-1901",20.8,22.3366870245518,45.3480990549683
"N18-1902",22.05,21.3016870245518,46.1330990549683
"N18-1903",18.2,20.4066870245518,48.8830990549683
"N18-1904",19.45,21.6566870245518,44.5880990549683
"N18-1905",19.75,24.1266870245518,44.4480990549683
"N18-1906",18.5,23.0916870245518,43.8930990549683
"N18-1907",17.55,20.4766870245518,48.0730990549683
"N18-1908",19.3,23.3116870245518,41.9780990549683
"N18-1909",21,21.5566870245518,44.5030990549683
"N18-1910",17.7,23.1816870245518,43.7780990549683
"N18-1911",19,20.9916870245518,47.5530990549683
"N18-1912",17.05,22.9366870245518,45.7830990549683
"N18-1913",18.15,20.6366870245518,48.6330990549683
"N18-1914",17.65,23.2216870245518,42.1480990549683
"N18-1915",17.7,22.8416870245518,45.1930990549683
"N18-1916",18.45,21.5416870245518,43.4930990549683
"N18-1917",17.2,23.7516870245518,42.2280990549683
"N18-1918",18.15,22.6116870245518,42.4230990549683
"N18-1919",18.3,18.7716870245518,50.5480990549683
"N18-1920",18.95,20.9566870245518,47.9380990549683
"N18-1921",16.45,20.4216870245518,47.0580990549683
"N18-1922",16.85,22.3716870245518,43.8630990549683
"N18-1923",18.05,23.6416870245518,41.9080990549683
"N18-1924",16.95,21.5116870245518,44.9430990549683
"N18-1925",17.2,22.8316870245518,42.8280990549683
"N18-1926",16.7,23.7616870245518,43.7230990549683
"N18-1927",19.5,22.7466870245518,44.7580990549683
"N18-1928",18.8,22.4016870245518,45.1580990549683
"N18-1929",16.05,21.2066870245518,47.7380990549683
"N18-1930",19.5,21.9366870245518,41.8680990549683
"N18-1931",14.25,21.7066870245518,46.4380990549683
"N18-1932",20.65,22.8366870245518,43.8630990549683
"N18-1933",19.35,20.7366870245518,48.6830990549683
"N18-1934",19,22.9766870245518,45.4780990549683
"N18-1936",18.65,23.7066870245518,42.4880990549683
"N18-1937",17.8,21.8866870245518,46.1780990549683
"N18-1939",16.85,20.7366870245518,48.2080990549683
"N18-1941",19.7,20.5766870245518,48.5680990549683
"N18-1942",16.15,22.1566870245518,47.7330990549683
"N18-1944",14.75,21.3816870245518,45.2730990549683
"N18-1945",17.65,20.8666870245518,48.1180990549683
"N18-1946",17.25,21.9666666666698,46.1733333333263
"N18-1947",16.45,21.4466870245518,47.8980990549683
"N18-1948",17.8,20.4916870245518,47.7180990549683
"N18-1949",18.05,21.7866870245518,46.1580990549683
"N18-1950",19.8,24.3516870245518,42.8330990549683
"N18-1951",18.75,22.3166870245518,47.1980990549683
"N18-1952",16.5,21.8216870245518,47.6330990549683
"N18-1953",20.3,22.1066870245518,44.4780990549683
"N18-1954",21.4,22.6766870245518,45.2830990549683
"N18-1955",19.1,21.1666870245518,47.1330990549683
"N18-1956",18.1,22.8166870245518,43.6780990549683
"N18-1957",19.65,21.8816870245518,45.4730990549683
"N18-1958",15.75,20.9916870245518,48.3730990549683
"N18-1959",18.75,21.1516870245518,46.1380990549683
"N18-1960",18,20.0366870245518,47.7730990549683
"N18-1961",15.95,22.4016870245518,42.5880990549683
"N18-1962",15.9,23.0866870245518,44.6180990549683
"N18-1963",17,23.2566870245518,44.3680990549683
"N18-1964",17.25,19.4316870245518,49.1880990549683
"N18-1965",19.3,21.6216870245518,47.0930990549683
"N18-1966",16.7,21.6016870245518,46.7380990549683
"N18-1967",20.55,22.2716870245518,43.0780990549683
"N18-1968",22.35,22.5816870245518,44.5330990549683
"N18-1969",18.75,22.1716870245518,46.0030990549683
"N18-1970",19.05,21.9766870245518,45.2080990549683
"N18-1971",16.5,21.1066870245518,48.5630990549683
"N18-1972",17.4,21.2166870245518,45.8130990549683
"N18-1973",20.75,23.5866870245518,44.2380990549683
"N18-1974",19.4,22.0916870245518,45.0080990549683
"N18-1975",16.7,23.4416870245518,44.8430990549683
"N18-1977",18,19.7766870245518,48.4730990549683
"N18-1978",19.45,22.2466870245518,44.5830990549683
"N18-1979",15.75,21.7466870245518,45.1180990549683
"N18-1980",18,22.2966870245518,44.5930990549683
"N18-1981",15.8,20.0516870245518,49.0380990549683
"N18-1982",18.8,23.0416870245518,44.6580990549683
"N18-1983",18.2,23.4466870245518,44.2380990549683
"N18-1984",18.55,22.9166870245518,44.5280990549683
"N18-1985",19.15,21.2516870245518,48.5930990549683
"N18-1986",17.15,21.2266870245518,49.0130990549683
"N18-1987",20.9,21.1266870245518,45.0180990549683
"N18-1988",18.4,20.6416870245518,48.7680990549683
"N18-1990",16.85,23.1416870245518,44.1730990549683
"N18-1991",20.5,20.6816870245518,47.5580990549683
"N18-1992",19.05,22.2866870245518,45.5430990549683
"N18-1993",17.6,22.7966870245518,42.8630990549683
"N18-1994",16.85,22.4866870245518,44.7980990549683
"N18-1995",19.05,22.2316870245518,44.5080990549683
"N18-1996",19.8,20.9816870245518,45.2630990549683
"N18-1997",18.25,23.2216870245518,42.2530990549683
"N18-1998",14.8,21.5516870245518,44.4580990549683
"N18-1999",18.95,20.1066870245518,49.9080990549683
"N18-2000",19.15,23.5466870245518,44.5380990549683
"N18-2001",19.35,20.4216870245518,46.9830990549683
"N18-2002",17.95,22.1716870245518,45.2280990549683
"N18-2003",18.25,22.8266870245518,43.6330990549683
"N18-2004",15.8,20.9016870245518,48.3180990549683
"N18-2005",15.55,22.0916870245518,45.7280990549683
"N18-2006",17.3,22.3316870245518,48.0130990549683
"N18-2007",18.35,23.6666870245518,43.2130990549683
"N18-2008",17.15,21.1866870245518,44.4330990549683
"N18-2009",18.15,23.1366870245518,43.3530990549683
"N18-2011",17.4,21.2416870245518,48.3580990549683
"N18-2012",15.1,21.9766870245518,45.9880990549683
"N18-2013",21.2,22.1016870245518,44.0730990549683
"N18-2014",19.3,21.6366870245518,46.8480990549683
"N18-2015",15.35,21.0666870245518,45.8780990549683
