"Genotype","Hundred.Seed.Weight","Oil.Dry.basis","Protein.Dry.basis"
"N18-1765",15.9999999999987,22.08,42.42
"N18-1766",16.8999999999987,21.48,44.165
"N18-1767",17.4999999999987,20.525,46.665
"N18-1768",14.5999999999987,23.905,39.61
"N18-1769",14.4999999999987,20.64,46.735
"N18-1771",13.0499999999987,23.215,41.185
"N18-1772",14.1999999999987,20.9,44.8
"N18-1773",13.9499999999987,21.94,42.135
"N18-1774",14.9499999999987,21.885,42.51
"N18-1776",13.3499999999987,22.68,42.81
"N18-1777",15.7499999999987,21.525,43.92
"N18-1780",14.9499999999987,23.34,42.19
"N18-1781",12.3499999999987,23.805,38.11
"N18-1782",18.1999999999987,21.86,44.82
"N18-1783",14.1499999999987,21.785,45.205
"N18-1784",13.1999999999987,23.785,38.715
"N18-1785",14.1999999999987,21.355,44.86
"N18-1786",13.1999999999987,21.955,40.15
"N18-1787",12.1499999999987,22.3,40.89
"N18-1788",14.3499999999987,23.385,39.41
"N18-1789",14.3499999999987,23.27,38.95
"N18-1790",14.0999999999987,22.17,42.34
"N18-1791",13.5499999999987,24.41,37.805
"N18-1792",16.5999999999987,20.635,48.065
"N18-1793",13.8999999999987,20.67,45.02
"N18-1794",12.9999999999987,22.46,41.075
"N18-1795",14.3999999999987,22.235,42.71
"N18-1797",15.5499999999987,22.115,42.825
"N18-1798",15.0999999999987,22.49,41.38
"N18-1799",16.5499999999987,21.73,42.33
"N18-1800",17.6999999999987,21.86,43.37
"N18-1801",16.9999999999987,22.915,43.66
"N18-1802",13.3999999999987,19.885,45.63
"N18-1803",13.8999999999987,21.485,43.985
"N18-1804",14.1499999999987,22.235,41.005
"N18-1805",16.3999999999987,21.635,44.41
"N18-1806",16.1499999999987,20.24,46.845
"N18-1807",15.9499999999987,21.76,45.045
"N18-1808",14.7999999999987,22.73,41.605
"N18-1809",13.4499999999987,23,40.76
"N18-1810",13.4499999999987,20.175,46.985
"N18-1811",15.1499999999987,22.805,40.38
"N18-1812",14.9999999999987,20.61,46.105
"N18-1813",13.3999999999987,24.65,37.03
"N18-1814",13.3499999999987,20.915,45.78
"N18-1816",12.9999999999987,23.845,38.98
"N18-1817",17.5999999999987,20.86,46.885
"N18-1818",14.0999999999987,19.94,47.285
"N18-1819",16.5499999999987,21.465,43.75
"N18-1820",16.6499999999987,22.66,43.475
"N18-1821",17.0999999999987,22.025,44.36
"N18-1822",17.4999999999987,19.765,48.345
"N18-1823",18.5499999999987,21.85,44.63
"N18-1824",16.7999999999987,21.845,44.21
"N18-1825",15.5999999999987,22.985,41.25
"N18-1826",17.7999999999987,22.14,43.795
